,La Señal,Los Recuerdos del Porvenir,Oficio de Tinieblas,Tipo
mínimo,1,,5,ADJ
oreja,1,,5,PROPN
desvanecía,,,5,VERB
abrían,,3,5,VERB
vibraba,,,5,VERB
reía,4,2,5,VERB
inteligencia,1,,5,NOUN
bruscamente,,3,5,ADV
hablan,2,,5,VERB
próximos,,,5,ADJ
ración,,,5,NOUN
criaturas,1,,5,NOUN
formar,,,5,VERB
desgracia,1,3,5,NOUN
ajena,3,3,5,ADJ
sombreros,,4,5,NOUN
solicitud,,,5,NOUN
músculos,3,,5,NOUN
aparte,2,,5,ADV
investidura,,,5,NOUN
ritmo,5,3,5,NOUN
correspondía,1,,5,VERB
tienda,,,5,NOUN
masa,1,,5,NOUN
abre,1,,5,VERB
culpable,2,4,5,ADJ
razón,6,3,5,NOUN
desesperadamente,,,5,ADV
lenguaje,2,3,5,NOUN
actividad,1,,5,NOUN
comentarios,1,3,5,NOUN
tentación,2,,5,NOUN
cansancio,2,3,5,NOUN
queremos,1,2,5,VERB
consejo,2,,5,NOUN
hallaban,,,5,VERB
portón,,3,5,NOUN
tientas,,2,5,PROPN NOUN
fuerte,6,3,5,ADJ
contempla,,3,5,VERB
ello,1,,5,PRON
intemperie,,,5,NOUN
mandar,1,,5,VERB
dirigieron,1,,5,VERB
riesgo,1,1,5,NOUN
corría,,11,5,VERB
carrera,3,12,5,NOUN
olvidó,1,1,5,VERB
crecía,,2,5,VERB
razones,1,2,5,NOUN
murmullo,,1,5,NOUN
historia,1,2,5,PROPN NOUN
escarmiento,,,5,NOUN
cristinar,,,5,ADJ
abandonaron,3,2,5,VERB
vacía,,5,5,ADJ
vidrios,1,2,5,NOUN
acciones,,2,5,NOUN
llegan,1,5,5,VERB
relámpago,,,5,NOUN
evitar,2,11,5,VERB
relaciones,3,2,5,NOUN
rifle,1,2,5,NOUN
celo,,,5,NOUN
duda,3,2,5,NOUN VERB
problema,1,1,5,NOUN
paz,2,1,5,NOUN
cordial,,2,5,ADJ
sueño,6,5,5,NOUN
hecho,2,12,5,VERB ADJ
episodio,,,5,NOUN
desesperado,,2,5,ADJ
cuantos,,2,5,DET
recuerdos,2,9,5,NOUN
especial,,1,5,ADJ
vago,,1,5,ADJ
favor,,5,5,NOUN
mostrar,1,1,5,VERB
fecha,1,7,5,NOUN
solo,4,2,5,ADJ
prédicas,,,5,ADJ
morir,7,12,5,VERB
regresaron,,1,5,VERB
tratar,3,2,5,VERB
favorable,,,5,ADJ
golpe,4,9,5,NOUN
bocas,,5,5,NOUN
contó,2,7,5,VERB
abiertas,1,2,5,ADJ
llevaron,,7,5,VERB
amenazas,,,5,NOUN
dolorosa,1,1,5,ADJ
empezaba,5,7,5,VERB
nostalgia,1,7,5,NOUN
tibieza,1,1,5,NOUN VERB
solicitar,,1,5,VERB
ley,1,1,5,NOUN PROPN
tarea,2,1,5,NOUN
bajó,4,11,5,VERB
continuar,1,2,5,VERB
instante,1,2,5,NOUN
instituto,,,5,NOUN
humillación,3,2,5,NOUN
condiciones,1,1,5,NOUN
absurdo,1,2,5,ADJ
abierto,,6,5,ADJ
intenciones,,1,5,NOUN
colocó,,6,5,VERB
orgullo,1,1,5,NOUN
valor,1,6,5,NOUN
abismo,1,1,5,NOUN
confiaba,1,1,5,VERB
ahuyentar,,6,5,VERB
amor,8,9,5,NOUN
renunciar,,,5,VERB
viernes,,1,5,NOUN
ponga,1,1,5,VERB
quisiera,6,9,5,VERB
aguacero,,,5,NOUN
propiedades,,,5,NOUN
comunidades,,,5,NOUN
dormir,7,9,5,VERB
mínima,1,1,5,ADJ
tocar,3,7,5,VERB
particulares,,,5,ADJ
exigen,,,5,VERB
permitía,1,1,5,VERB
continuó,7,1,5,VERB
probar,1,1,5,VERB
espanto,1,1,5,NOUN
quedaban,2,11,5,VERB
dejarlos,,1,5,VERB
profesionistas,,,5,NOUN
llega,5,6,5,VERB
muerte,2,10,5,NOUN
cargar,,1,5,VERB
pasaban,1,7,5,VERB
celos,4,2,5,NOUN
reconoce,,,5,VERB
recuerda,1,2,5,VERB
rostros,1,6,5,NOUN
acudió,,1,5,VERB
fórmulas,,1,5,NOUN
noches,4,7,5,NOUN
atado,,2,5,ADJ
lograr,,,5,VERB
zapatos,1,6,5,NOUN
entiende,1,2,5,VERB
verla,3,5,5,VERB
explicaciones,,2,5,NOUN
acompañar,,,5,VERB
rodeaban,2,1,5,VERB
furiosos,,,5,ADJ
rápido,,,5,ADJ
taza,1,4,5,NOUN
árboles,1,24,5,ADJ NOUN
cuatro,7,20,5,NUM
flores,3,2,5,NOUN PROPN
ejercicio,,,5,NOUN
preguntaba,1,4,5,VERB
nacido,2,1,5,ADJ
avanzó,1,19,5,VERB
agudo,2,1,5,ADJ
indispensable,,,5,ADJ
atravesó,,16,5,VERB
estupor,1,1,5,ADJ NOUN
enfrentarse,,,5,VERB
querida,,17,5,ADJ
siglos,,4,5,NOUN
fatiga,1,4,5,NOUN
cubrir,,2,5,VERB
salvo,,,5,ADP
temblaba,2,1,5,VERB
matar,2,1,5,VERB
necesidades,,,5,NOUN
sonaba,3,1,5,VERB
siguiente,2,4,5,ADJ
gritos,1,24,5,NOUN
campo,,1,5,NOUN
oía,7,2,5,VERB
traje,10,34,5,NOUN
aceptar,2,4,5,VERB
aprovechar,,,5,VERB
trató,,34,5,VERB
señor,4,31,5,NOUN
medio,1,1,5,ADJ
muchedumbre,,1,5,ADJ NOUN
señores,,1,5,NOUN
espejo,3,4,5,NOUN
aguardaba,,,5,VERB
pacientemente,,1,5,ADV
techo,,4,5,NOUN
virtudes,,,5,NOUN
malestar,2,1,5,NOUN
madrinas,,,5,NOUN
contar,2,4,5,VERB
atender,1,1,5,VERB
quitar,,4,5,VERB
cuyas,,1,5,PRON
apresuró,,1,5,VERB
calor,14,25,5,NOUN
provocar,,4,5,VERB
presente,1,1,5,ADJ
cruzó,1,16,5,VERB
opuso,,,5,VERB
pensamiento,1,4,5,NOUN
vendría,2,2,5,VERB
exigiendo,,,5,VERB
buscó,,14,5,VERB
contemplaban,,,5,VERB
defender,,,5,VERB
facilidad,,2,5,NOUN
mesa,7,14,5,NOUN
quizá,9,14,5,ADV
entrado,4,8,5,ADJ
infancia,,2,5,NOUN
huir,,5,5,VERB
amistades,,1,5,NOUN
asomaba,,1,5,VERB
obedecer,,1,5,VERB
baja,1,5,5,ADJ
dudas,,,5,NOUN
afuera,1,8,5,ADV
aparecía,,8,5,VERB
sucesos,,,5,NOUN
vieron,1,13,5,VERB
trajo,2,8,5,VERB
ceder,,1,5,VERB
éxito,,1,5,NOUN
conveniencia,,1,5,NOUN
advertido,,,5,ADJ
aprendió,2,2,5,VERB
pared,3,1,5,NOUN
echaron,,15,5,VERB
toca,2,1,5,VERB PROPN
remota,2,1,5,ADJ
excesivamente,,,5,ADV
empujó,1,4,5,VERB
ansiosa,,,5,ADJ
rencor,1,15,5,NOUN
alzaba,,1,5,VERB
alfombra,,,5,NOUN
violencia,2,15,5,NOUN
pilares,,1,5,NOUN
acompañantes,,1,5,ADJ
arrebatado,,1,5,VERB ADJ
cien,,1,5,NUM
descubrir,,5,5,VERB
hacerle,1,5,5,VERB
impresión,1,6,5,NOUN
rincón,3,15,5,NOUN
cocina,2,1,4,NOUN ADJ
obedecía,,2,4,VERB
suavidad,2,1,4,NOUN PROPN
domingo,,2,4,NOUN
inútiles,2,3,4,ADJ
asegurar,1,,4,VERB
clase,3,2,4,NOUN
establecido,,2,4,ADJ
verse,1,1,4,VERB
convencerse,1,2,4,VERB
remedio,2,3,4,NOUN
solamente,13,,4,ADV
siguiera,1,1,4,VERB
categoría,,1,4,NOUN
permitían,1,,4,VERB
propias,1,3,4,ADJ
verdadero,6,1,4,ADJ
costa,,1,4,NOUN
presenciaba,,1,4,VERB
barro,,1,4,NOUN
atrevió,2,3,4,VERB
limpiar,,1,4,VERB
honor,,1,4,NOUN ADJ
mejillas,2,3,4,NOUN
convertirlo,,1,4,VERB
espuma,,2,4,NOUN
interminables,,1,4,ADJ
servido,,1,4,VERB ADJ
contacto,4,1,4,NOUN
extranjera,1,,4,ADJ
vela,,1,4,VERB NOUN
vagamente,5,1,4,ADV
aparece,,1,4,VERB
puedes,5,1,4,AUX
olvida,1,,4,VERB
abandona,1,,4,VERB
abundancia,,1,4,NOUN
pan,,1,4,NOUN
quiénes,,1,4,PRON
huesos,1,,4,NOUN
necesito,,1,4,VERB
saca,,2,4,VERB
riendas,,2,4,NOUN
ira,2,3,4,NOUN
espera,3,2,4,VERB
bromas,,1,4,NOUN
prenda,,1,4,NOUN
presión,1,,4,NOUN
rastro,,1,4,NOUN
curso,1,,4,NOUN
alarma,,1,4,VERB
rápidas,,1,4,ADJ
exacto,1,,4,ADJ
pendían,,1,4,VERB
ofrecer,,1,4,VERB
sentimientos,1,,4,PROPN NOUN
resonaba,,1,4,VERB
comenzaron,,1,4,VERB
propuso,1,,4,VERB
consintió,1,,4,VERB
exigencia,1,,4,NOUN
hábito,1,,4,NOUN
inventar,1,,4,VERB
página,1,1,4,NOUN
cierra,3,,4,VERB
roce,3,,4,NOUN
batalla,,2,4,NOUN
sumisión,,1,4,NOUN
arrastró,,1,4,VERB
honores,,1,4,ADJ NOUN
turno,1,2,4,NOUN
espiritual,2,,4,ADJ
asoma,,1,4,VERB
recorría,3,1,4,VERB
ése,2,2,4,PRON DET
carcajadas,2,2,4,NOUN
izquierda,,1,4,PROPN ADJ
débil,2,,4,ADJ
lástima,,2,4,NOUN
durmiendo,,1,4,VERB
criatura,,1,4,PROPN NOUN
cuestión,2,,4,NOUN
roja,,2,4,ADJ
excitación,1,1,4,NOUN
malicia,2,2,4,NOUN
consuelo,5,2,4,NOUN
prestaba,,2,4,VERB
tratara,1,1,4,VERB
sobresalto,,2,4,NOUN
dosis,2,,4,NOUN
suceder,,2,4,VERB
orgullosa,1,1,4,ADJ
prefería,1,2,4,VERB
mes,1,1,4,NOUN
consistía,,1,4,VERB
plena,,1,4,ADJ
notaba,2,,4,VERB
abandonaba,3,1,4,VERB
completamente,8,,4,ADV
haciendas,,1,4,NOUN
prendido,,1,4,ADJ
sublevación,,2,4,NOUN
ponerse,6,,4,VERB
sollozos,2,1,4,NOUN
lento,5,,4,ADJ
imponía,4,,4,VERB
pretendía,,1,4,VERB
ataque,,2,4,NOUN
fuete,,2,4,PROPN NOUN
logró,3,,4,VERB
derechos,,1,4,NOUN
montón,,1,4,ADV
querer,2,1,4,AUX VERB
verdadera,,2,4,ADJ
ofrecía,,2,4,VERB
burlaba,3,,4,VERB
luna,,2,4,NOUN
lentitud,3,,4,NOUN
dejo,2,1,4,VERB
atreve,,2,4,VERB
ceremonia,2,1,4,NOUN
útil,,1,4,ADJ
significa,,1,4,VERB
demasiadas,,1,4,DET
simplemente,3,1,4,ADV
resulta,3,,4,VERB
tocó,5,2,4,VERB
obstáculo,1,1,4,NOUN
especialmente,2,,4,ADV
viento,1,1,4,ADJ NOUN
usaba,1,,4,VERB
mueca,3,2,4,NOUN
sostuvo,1,,4,VERB
tocando,1,1,4,VERB
alianza,1,,4,NOUN
relato,1,,4,NOUN
eficaces,,1,4,ADJ
incapaces,1,,4,ADJ
encogió,1,,4,VERB
falsa,1,,4,ADJ
frenesí,2,1,4,ADV NOUN
disfrutar,1,,4,VERB
acostumbraba,,1,4,VERB
sorprender,,1,4,VERB
terreno,,2,4,NOUN
vuelva,2,1,4,VERB
piden,,1,4,VERB
conocido,2,1,4,ADJ
permanecer,,2,4,VERB
pronunció,1,2,4,VERB
quebró,1,,4,VERB
bienes,1,,4,NOUN
descanso,2,1,4,NOUN
causa,,1,4,NOUN
brazo,5,2,4,NOUN
fastidio,,1,4,ADJ NOUN
admitía,1,,4,VERB
eco,,1,4,DET NOUN
escoger,,2,4,VERB
hermanos,1,1,4,NOUN ADJ
gritar,2,2,4,VERB
distinguir,1,,4,VERB
vocación,1,1,4,NOUN
forma,1,2,4,VERB NOUN
conseguir,1,1,4,VERB
soltar,1,1,4,VERB
municipal,,2,4,ADJ
respaldo,2,,4,NOUN
memoria,1,2,4,PROPN NOUN
santa,1,1,4,PROPN ADJ
grupo,4,2,4,NOUN
extraños,2,,4,ADJ
lealtad,1,,4,PROPN NOUN
abandonada,1,2,4,ADJ
ligero,1,2,4,ADJ
andando,,2,4,VERB
corrido,1,1,4,ADJ
alboroto,1,1,4,NOUN PROPN
atrajo,1,,4,VERB
leña,,2,4,NOUN
altas,1,2,4,ADJ
victoria,1,1,4,NOUN ADJ
sorbo,1,,4,NOUN
instaló,1,2,4,VERB
piedra,1,1,4,NOUN PROPN
nacieron,1,1,4,VERB
considerar,1,,4,VERB
manejos,1,,4,NOUN
turbación,,2,4,NOUN
obligarlo,1,1,4,VERB
educación,1,,4,NOUN
informes,1,1,4,NOUN
compañero,1,2,4,NOUN
culpa,1,1,4,VERB NOUN
pausa,,,4,NOUN
rasgos,1,,4,NOUN
criterio,,,4,NOUN
sirven,,,4,VERB
maría,,4,4,PROPN
casos,,,4,NOUN
verlo,4,8,4,VERB
ocupaba,2,8,4,VERB
sepan,,,4,VERB
devolver,,4,4,VERB
prescindir,,,4,VERB
cuello,6,8,4,NOUN
prudencia,,,4,NOUN
sólida,,,4,ADJ
tocaba,4,4,4,VERB
distracción,,,4,NOUN
perspectiva,,,4,NOUN
precisaba,,,4,VERB
rigor,,,4,NOUN
ordenar,,4,4,VERB
mente,,,4,ADV
establecer,,,4,VERB
república,,,4,PROPN
sueldo,,,4,NOUN
suponer,,,4,VERB
muro,,4,4,NOUN
corrían,4,8,4,VERB
miradas,1,8,4,NOUN
dificultades,,,4,NOUN
desamparado,,,4,ADJ
pocillo,,,4,NOUN
rompió,,7,4,VERB
ventajas,,,4,NOUN
botellas,,4,4,NOUN
espiaba,,8,4,VERB
caminos,2,8,4,NOUN
pasiones,,,4,NOUN
entregó,,4,4,VERB
títulos,,,4,NOUN
monte,,4,4,NOUN
miseria,,4,4,NOUN
mataron,,4,4,VERB
apartando,,,4,VERB
viaje,3,4,4,NOUN
adquirido,,,4,ADJ
cadáver,3,4,4,NOUN
esforzaba,,,4,VERB
repitió,2,8,4,VERB
menor,4,8,4,ADJ
carecía,,,4,VERB
marcharse,,,4,VERB
defiende,,,4,VERB
huésped,,10,4,NOUN
luchar,,,4,VERB
altos,1,3,4,ADJ
intervenir,,,4,VERB
brujos,,,4,NOUN
ofreció,,10,4,VERB
pensamientos,2,10,4,NOUN
macetas,,,4,NOUN
digo,1,3,4,VERB
exclamación,,,4,NOUN
dictó,,,4,VERB
plato,,1,4,NOUN
llorar,6,10,4,VERB
aguardiente,,,4,ADJ
pasa,3,10,4,VERB
desnudez,,,4,NOUN
ve,1,10,4,VERB
vara,,,4,NOUN
soñaba,,,4,VERB
latía,,,4,VERB
continuaban,1,3,4,VERB
dócil,,,4,ADJ
rumbos,,,4,NOUN
perseguía,,4,4,VERB
encerrada,1,8,4,ADJ
dejan,3,4,4,VERB
resistir,,,4,VERB
estudios,,,4,NOUN
distinta,,4,4,ADJ
preguntó,6,9,4,VERB
deje,,4,4,VERB
bestias,,,4,NOUN
díaz,,,4,PROPN
rescoldo,,,4,PROPN
crispaba,,,4,VERB
superiores,,,4,ADJ
jefe,1,9,4,NOUN
toda,16,9,4,DET
ropas,3,9,4,NOUN
desgracias,,3,4,NOUN
pasividad,,,4,NOUN
prisa,1,3,4,ADV
exigencias,,,4,NOUN
cuales,,3,4,PRON
respondió,2,7,4,VERB
obstáculos,,,4,NOUN
llamas,1,3,4,NOUN
abusos,,,4,NOUN
pretendió,,,4,VERB
altares,,,4,NOUN
transcurrir,,,4,VERB
burlas,,,4,NOUN
pensando,5,5,4,VERB
atravesar,2,5,4,VERB
hachones,,,4,NOUN
arriba,1,6,4,ADV
conservar,,,4,VERB
subir,,,4,VERB
momentos,1,6,4,NOUN
acusación,,,4,NOUN
convertir,,,4,VERB
gritó,7,5,4,VERB
levantarse,,5,4,VERB
volverse,3,5,4,VERB
discreción,,,4,NOUN
resistía,,,4,VERB
medida,1,6,4,ADJ NOUN
participar,,,4,VERB
acabar,,5,4,VERB
reían,1,5,4,VERB
fuga,1,5,4,NOUN
preocupa,,,4,VERB
diera,6,5,4,VERB
efervescencia,,,4,NOUN
arrebatos,,,4,NOUN
vaho,,,4,NOUN
sobraba,,,4,VERB
resolver,,,4,VERB
cuántos,,,4,DET
pretender,,,4,VERB
quisieran,,,4,VERB
rincones,,5,4,NOUN
viejas,2,5,4,ADJ
resquicio,,,4,NOUN
descargar,,,4,VERB
entendía,2,5,4,VERB
jerarquía,,,4,NOUN
ambición,,,4,NOUN
calla,,,4,VERB
apartarse,,,4,VERB
docilidad,,,4,NOUN
decepción,,,4,NOUN
acento,,,4,NOUN
zaguán,3,5,4,NOUN
dientes,3,5,4,NOUN
convivencia,,,4,NOUN
desorden,1,7,4,NOUN
recuperado,,,4,ADJ
isidorocifuentesr,,,4,ADJ
lograba,1,4,4,VERB
teme,,,4,VERB
sabrá,,4,4,VERB
desvaríos,,,4,NOUN
vigilancia,,,4,NOUN
conocimiento,,,4,NOUN
benevolencia,,,4,NOUN
rechazaba,,,4,VERB
trabajar,1,4,4,VERB
inútil,2,7,4,ADJ
sábanas,1,4,4,PROPN NOUN
guardar,1,7,4,VERB
veracidad,,,4,NOUN
añadir,,,4,VERB
escena,1,4,4,VERB NOUN
cubrió,1,4,4,VERB
prejuicios,,,4,NOUN
error,1,7,4,NOUN
conclusión,,,4,NOUN
aspiraciones,,,4,NOUN
indio,,5,4,NOUN
sucede,2,5,4,VERB
dormía,1,5,4,VERB
diferente,8,5,4,ADJ
juego,7,6,4,NOUN
mérito,,,4,NOUN
ejercer,,,4,VERB
comunicar,,,4,VERB
consideraban,,,4,VERB
respuestas,,,4,NOUN
guatemala,,,4,PROPN
mecanismo,,,4,NOUN
planes,,,4,NOUN
bocados,,,4,NOUN
ocurrió,2,6,4,VERB
asistió,,,4,VERB
estudiante,,,4,NOUN
bebía,1,5,4,VERB
vidas,,4,4,NOUN
sacerdotes,,,4,NOUN
sencillo,,,4,ADJ
solía,,,4,VERB
medía,,,4,VERB
descender,,,4,VERB
sobrevino,,,4,VERB
peregrinos,,,4,NOUN
mercedesr,,,4,ADJ
encaminarse,,,4,VERB
entretenía,,,4,VERB
sirve,,3,4,VERB
hablara,,3,4,VERB
permanecían,,,4,VERB
vos,,,4,PROPN
negro,,13,4,ADJ
temperamento,,,4,NOUN
hierbas,,3,4,NOUN
incienso,,,4,ADJ
lleno,5,13,4,ADJ
fardo,,,4,NOUN
hojas,3,13,4,NOUN
cuartos,,14,4,NOUN
acontecimiento,,,4,ADJ
golpes,2,13,4,NOUN
adquirir,,,4,VERB
fácilmente,,,4,ADV
recordaba,3,12,4,VERB
salvaje,,,4,ADJ
hablando,1,12,4,VERB
ocupar,,3,4,VERB
abusó,,,4,VERB
examinaba,,,4,VERB
todas,6,12,4,DET
desconcierto,,,4,NOUN
aun,10,12,4,ADV
ofrecían,,3,4,VERB
decirle,2,12,4,VERB
depositar,,,4,VERB
alfonsocañaveralr,,,4,ADV
confusa,,,4,ADJ
dones,,,4,NOUN
tomaba,,3,4,VERB
come,,,4,VERB
propósito,,,4,NOUN
conservaba,,,4,VERB
apartaron,,,4,VERB
borbotón,,,4,NOUN
intensidad,2,3,4,NOUN
pedirle,1,3,4,VERB
puertas,1,20,4,NOUN
alzaban,,,4,VERB
detenían,,,4,VERB
cuenco,,,4,NOUN
levantó,18,27,4,VERB
rebaños,,,4,NOUN
sentada,2,20,4,ADJ
faltar,,,4,VERB
niebla,,,4,NOUN
ordenanzas,,,4,NOUN
desembocar,,,4,VERB
existencia,2,3,4,NOUN
corriente,1,3,4,NOUN ADJ
colinas,,,4,NOUN
remotos,,,4,ADJ
cargos,,,4,NOUN
utensilios,,,4,NOUN
innumerables,,3,4,ADJ
rapidez,,3,4,NOUN
aguardaban,,,4,VERB
veían,1,14,4,VERB
sucia,,3,4,ADJ
entraba,11,15,4,VERB
cerradura,,,4,NOUN
encontraría,,,4,VERB
fórmula,,,4,NOUN
regresan,,,4,VERB
aplacar,,,4,VERB
consideró,,,4,VERB
sentó,8,16,4,VERB
olor,4,18,4,NOUN
servir,2,3,4,VERB
produjo,3,18,4,VERB
trámites,,,4,NOUN
veredas,,,4,NOUN
imposible,4,5,4,ADJ
origen,,3,4,NOUN
disponían,,3,4,VERB
mañas,,,4,NOUN
blancas,1,3,4,ADJ
encontraron,2,12,4,VERB
conoció,,,4,VERB
derrumbaba,,,4,VERB
excitar,,,4,VERB
simpatía,,,4,NOUN
cerro,,,4,NOUN
caxlanes,,,4,ADJ
criadas,,11,4,ADJ
abruptamente,,,4,ADV
juntas,,1,3,ADJ
apartaba,,1,3,VERB
defensor,,,3,NOUN
visible,1,1,3,ADJ
llaman,1,1,3,VERB
agitación,,,3,NOUN
camina,1,1,3,VERB
corteses,,,3,ADJ
exigirle,,,3,VERB
aproximaban,,,3,VERB
hostil,,,3,ADJ
tortilla,,1,3,NOUN
patente,,,3,ADJ
momentáneamente,,,3,ADV
ventaja,,1,3,NOUN
época,1,1,3,ADV PROPN NOUN
acudieron,,,3,VERB
brusca,,,3,ADJ
atreven,,1,3,VERB
sirva,,,3,VERB
demostrar,,,3,VERB
separarla,,,3,VERB
distingue,,,3,VERB
apelar,,,3,VERB
alardeaba,,,3,VERB
agraria,,,3,ADJ
replegó,,,3,VERB
negligencia,,,3,NOUN
coleto,,,3,NOUN
responde,,,3,VERB
lanzado,1,1,3,ADJ
rectificar,,,3,VERB
ruda,,,3,ADJ
patentes,,,3,NOUN
enterado,,1,3,ADJ
darán,,,3,VERB
listo,1,1,3,ADJ
reacciones,,,3,NOUN
escribir,1,1,3,VERB
empeñarse,,,3,VERB
distraía,,,3,VERB
caballos,1,1,3,NOUN
poderosos,,1,3,ADJ
convencer,,1,3,VERB
lapso,,,3,NOUN
tolera,,,3,VERB
católico,,,3,ADJ
religión,,,3,NOUN
pretendían,,,3,VERB
volumen,,,3,NOUN
imaginaba,1,1,3,VERB
esmero,1,1,3,NOUN
aconsejaba,,,3,VERB
imponer,,1,3,VERB
ajuar,,,3,NOUN
advertía,,,3,VERB
frailes,,,3,NOUN
seguidores,,,3,NOUN
cotidiano,,1,3,ADJ
civiles,,,3,ADJ
pretextos,,,3,NOUN
acertaban,,1,3,VERB
acercan,,,3,VERB
detenerse,1,1,3,VERB
temeroso,,1,3,ADJ
pertenencias,,,3,NOUN
vestirse,,1,3,VERB
compañeras,,1,3,ADJ NOUN
pobreza,1,1,3,NOUN
aliento,5,1,3,NOUN
voluntades,,1,3,NOUN
peroración,,,3,NOUN
desempeñaba,,,3,VERB
esconden,,,3,VERB
abandonan,,,3,VERB
raciones,,,3,NOUN
probablemente,,,3,ADV
gracias,1,1,3,NOUN ADP
calamidades,,,3,NOUN
resiste,,,3,VERB
fortalecido,,,3,ADJ
falso,,,3,ADJ
estúpida,1,1,3,ADJ
harapos,,,3,NOUN
lleven,,,3,VERB
mangas,1,1,3,NOUN
patrimonio,,,3,NOUN
sacudía,,1,3,VERB
cesaron,1,1,3,VERB
adoración,,,3,NOUN
soledad,10,1,3,NOUN
cabe,1,1,3,VERB
colocado,,,3,ADJ
sobrevivientes,,,3,ADJ
mueble,,,3,NOUN
aumentaba,,1,3,VERB
extrema,,1,3,ADJ
hacerlos,,,3,VERB
reclama,,,3,VERB
vivos,1,1,3,ADJ
feligreses,,,3,NOUN
accesible,,,3,ADJ
seriedad,1,1,3,NOUN
cimientos,,,3,NOUN
intrusión,,,3,NOUN
púlpito,,,3,NOUN
sobra,1,1,3,VERB NOUN
interlocutores,,,3,NOUN
satisfacciones,,,3,NOUN
partidas,,,3,NOUN
persiguen,,,3,VERB
defectos,,,3,NOUN
parezca,,,3,VERB
órbita,1,1,3,NOUN
iniciaron,,,3,VERB
profesionista,,,3,ADJ
confundir,,,3,VERB
presentaba,,1,3,VERB
engañar,,1,3,VERB
ronda,1,1,3,NOUN PROPN
alzado,,1,3,ADJ
sostenía,4,1,3,VERB
acallar,,,3,VERB
obligaba,1,1,3,VERB
clavó,,1,3,VERB
suciedad,,,3,NOUN
harto,,1,3,ADJ
fascinación,,,3,NOUN
tapa,1,1,3,NOUN PROPN
ciega,,1,3,ADJ
ansiosamente,1,1,3,ADV
adornó,,,3,VERB
suceso,,,3,NOUN
entrega,,1,3,NOUN
cuarto,9,1,3,ADJ NOUN
intentado,,,3,ADJ
nudos,,,3,NOUN
entienden,,1,3,VERB
quieres,2,1,3,VERB PROPN
comenzado,,,3,ADJ
mayoría,,,3,NOUN
enseñaron,,1,3,VERB
grueso,1,1,3,ADJ
lanzan,,,3,VERB
entrevistas,,,3,NOUN
cruz,,1,3,PROPN
insensibilidad,,,3,NOUN
prometieron,,,3,VERB
rito,,1,3,NOUN
dichosos,,,3,ADJ
apuesta,,,3,VERB
desconocidos,,1,3,ADJ
rigidez,,1,3,NOUN
jadeante,,,3,ADJ
descubre,,,3,VERB
rancho,,,3,NOUN
empiezan,,,3,VERB
bosques,,1,3,NOUN
mostraron,,,3,VERB
consecuencias,,,3,NOUN
verían,,1,3,VERB
espada,,1,3,NOUN
discusiones,,,3,NOUN
manchas,,1,3,NOUN
arreglo,,,3,NOUN
disposiciones,,,3,NOUN
detenidas,,1,3,ADJ
decirlo,1,1,3,VERB
volviera,1,1,3,VERB
propietarios,,1,3,ADJ NOUN
ciencias,,,3,NOUN
irritó,,1,3,VERB
mercado,,1,3,NOUN
reuniones,,1,3,NOUN
extendía,2,1,3,VERB
brutal,,1,3,ADJ
temores,1,1,3,NOUN
desenterrar,,,3,VERB
rebaño,,,3,NOUN
pasados,,1,3,ADJ
restaba,,,3,VERB
ejercido,,,3,ADJ
convicciones,,,3,NOUN
salvación,,1,3,NOUN
argucias,,,3,NOUN
furtivos,,1,3,ADJ
rechazado,,,3,ADJ
revisar,,,3,VERB
exige,,1,3,VERB
ajenas,,,3,ADJ
semejantes,1,1,3,ADJ
asistía,,1,3,VERB
creció,,1,3,VERB
salen,,,3,VERB
conocen,,1,3,VERB
prendió,,,3,VERB
precauciones,,1,3,NOUN
huyen,,,3,VERB
callaban,,1,3,VERB
manejar,,,3,VERB
enfrentó,,,3,VERB
cordura,,1,3,NOUN
interiores,,1,3,ADJ
ritos,,,3,NOUN
reservado,,,3,ADJ
conveniente,,,3,ADJ
pudiese,,,3,AUX
aplicación,,,3,NOUN
respirando,2,1,3,VERB
puiljá,,,3,PROPN
quejarse,,1,3,VERB
apresuraron,,,3,VERB
decente,,1,3,ADJ
fruto,,1,3,NOUN
flor,,1,3,NOUN
derecho,2,1,3,NOUN PROPN
gira,,1,3,NOUN
revivir,,,3,VERB
resistencia,,,3,NOUN
oraciones,,1,3,NOUN
murmuraciones,,,3,NOUN
aproximó,,,3,VERB
diferentes,2,1,3,ADJ DET
prefiere,,,3,VERB
empieza,,,3,VERB
entradas,,1,3,NOUN
asidero,,,3,NOUN
privilegio,,1,3,ADJ NOUN
doña,1,1,3,NOUN PROPN
emanaciones,,,3,NOUN
tepic,,,3,PROPN
temas,,,3,NOUN
indignación,,,3,NOUN
maneras,2,1,3,NOUN
débiles,,,3,ADJ
excusa,,1,3,VERB NOUN
enviar,,1,3,VERB
amante,1,1,3,NOUN ADJ
jarras,,1,3,NOUN
menudo,,1,3,ADJ
preparaba,,1,3,VERB
excusas,,1,3,NOUN
asentía,,,3,VERB
finquero,,,3,ADJ
ranchos,,,3,NOUN
comerciantes,,1,3,NOUN
descargaban,,1,3,VERB
repite,,1,3,VERB
decidir,,1,3,VERB
pileño,,,3,ADJ
timoteo,,,3,ADJ
tzec,,,3,PROPN
acaben,,,3,VERB
envueltos,,1,3,ADJ
rescató,,,3,VERB
cifra,,1,3,NOUN
