,La Señal,Los Recuerdos del Porvenir,Oficio de Tinieblas,Tipo
curar,,1,1,VERB
fealdad,,1,1,ADJ NOUN
molestias,,1,1,NOUN
dormimos,,1,1,VERB
delación,,1,1,NOUN
entablar,,1,1,VERB
páginas,,1,1,NOUN
santuario,,1,1,ADJ
sobresaltado,,1,1,ADJ
avispas,,1,1,NOUN
abyección,,1,1,NOUN
escombros,,1,1,NOUN
corredor,4,1,1,NOUN
cortes,,1,1,PROPN NOUN
coincidencias,,1,1,NOUN
inmediata,,1,1,ADJ
diciembre,,1,1,NOUN
jaulas,,1,1,NOUN ADJ
rescatar,,1,1,VERB
regalarle,,1,1,VERB
xvi,,1,1,PROPN
sirvienta,,1,1,ADJ
cogida,,1,1,ADJ
atónitas,,1,1,ADJ
jugado,,1,1,ADJ
guardando,,1,1,VERB
chupada,,1,1,NOUN
provocaba,,1,1,VERB
siento,6,1,1,VERB
repetirse,,1,1,VERB
empeñó,,1,1,VERB
bardas,,1,1,NOUN
enmudecieron,,1,1,VERB
incomprensibles,,1,1,ADJ
calzado,,1,1,NOUN
repitieron,,1,1,VERB
recorrer,,1,1,VERB
murieran,,1,1,VERB
marchaban,,1,1,VERB
fantasías,,1,1,NOUN
borracheras,,1,1,NOUN
hamacas,,1,1,ADJ NOUN
bañarse,,1,1,VERB
piedritas,,1,1,NOUN
moradas,,1,1,ADJ
apacibles,,1,1,ADJ
indicar,,1,1,VERB
hormigas,,1,1,NOUN
impregnada,,1,1,ADJ
supersticioso,,1,1,ADJ
viviera,,1,1,VERB
desidia,,1,1,VERB NOUN
desprendido,,1,1,ADJ
trances,,1,1,NOUN
alzados,,1,1,ADJ
jueces,,1,1,NOUN ADJ
darían,,1,1,VERB
apareciendo,,1,1,VERB
cristiano,,1,1,ADJ
oye,,1,1,VERB
di,4,1,1,VERB
espantaba,,1,1,VERB
adusta,,1,1,VERB
abrazó,6,1,1,VERB
conmover,,1,1,VERB
secándose,,1,1,VERB
hallo,,1,1,VERB
xv,,1,1,PROPN NOUN
respetuosamente,,1,1,ADV
retomar,,1,1,VERB
rompieron,,1,1,VERB
previsto,,1,1,ADJ
testimonios,,1,1,NOUN
casa,4,1,1,NOUN PROPN
leen,,1,1,VERB
despojaba,,1,1,VERB
firmaban,,1,1,VERB
tratado,,1,1,ADJ
pongan,,1,1,VERB
cuajó,,1,1,VERB
brotan,,1,1,VERB
guardianes,,1,1,NOUN ADJ
separaban,,1,1,VERB
proceso,,1,1,NOUN
ramo,,1,1,NOUN
acurrucado,,1,1,ADJ
intruso,,1,1,ADJ
cobraba,,1,1,VERB
inmovilizada,,1,1,ADJ
india,,1,1,ADJ
cruzados,,1,1,ADJ
presenta,,1,1,VERB
minuciosa,,1,1,ADJ
paquete,,1,1,ADJ NOUN
cristal,,1,1,NOUN
fachada,,1,1,NOUN
entrevista,,1,1,ADJ
casé,,1,1,VERB
retiraron,,1,1,VERB
perseguir,,1,1,VERB
anunciado,,1,1,ADJ
violentamente,,1,1,SCONJ ADV
enrejado,,1,1,ADJ
sopló,,1,1,VERB
secó,,1,1,VERB
reja,,1,1,ADJ NOUN
escucharía,,1,1,VERB
interrumpieron,,1,1,VERB
arrodillarse,,1,1,VERB
caminata,,1,1,NOUN
quitarse,,1,1,VERB
forzar,,1,1,VERB
levantan,,1,1,VERB
chorrito,,1,1,PROPN NOUN
prometía,,1,1,VERB
quitaba,,1,1,VERB
hallados,,1,1,ADJ
disputas,,1,1,NOUN
enigma,,1,1,NOUN
borró,,1,1,VERB
acercarnos,,1,1,VERB
recuerdan,,1,1,VERB
haberla,,1,1,AUX
mezclaban,,1,1,VERB
secaba,,1,1,VERB
pintar,,1,1,VERB
secaban,,1,1,VERB
separación,,1,1,NOUN
ignora,,1,1,VERB
luciendo,,1,1,VERB
fijado,,1,1,ADJ
enjugó,,1,1,VERB
parpadeaba,,1,1,VERB
mexicanas,,1,1,ADJ
pollos,,1,1,NOUN
serias,,1,1,ADJ
curado,,1,1,ADJ
podido,11,1,1,AUX
contigua,,1,1,ADJ
escupiendo,,1,1,VERB
viveza,,1,1,NOUN
sollozaba,,1,1,VERB
tratarla,,1,1,VERB
depositaria,,1,1,ADJ
quitarle,,1,1,VERB
juró,,1,1,VERB
hechas,,1,1,ADJ
fugaces,,1,1,ADJ
circulaban,,2,1,VERB
volverlos,,1,1,VERB
perros,,1,1,ADJ NOUN
vemos,,1,1,VERB
dama,1,1,1,NOUN PROPN
suspiró,1,1,1,VERB
sostenían,1,1,1,VERB
conocida,,2,1,ADJ
conocidos,2,1,1,ADJ NOUN
minuciosamente,,1,1,ADV
fingen,,1,1,PROPN VERB
consigo,3,1,1,PRON NOUN
inspiraba,,1,1,VERB
venimos,,2,1,VERB
civil,,2,1,ADJ PROPN
catástrofe,,2,1,NOUN
toque,,1,1,NOUN
dominó,,2,1,VERB
cerrada,,1,1,ADJ
patria,1,1,1,PROPN NOUN
creería,1,1,1,VERB
dirigir,1,1,1,VERB
eché,1,1,1,VERB
cedía,1,1,1,VERB
consentía,1,1,1,VERB
marchaba,1,1,1,VERB
frente,1,1,1,ADV NOUN
confidencia,,2,1,NOUN
pliegues,1,1,1,NOUN PRON
demás,1,1,1,PRON DET
parpadeo,1,1,1,NOUN
merece,1,1,1,VERB
pintadas,1,1,1,NOUN ADJ
sur,,2,1,ADJ PROPN
envuelve,1,1,1,VERB
consiguió,1,1,1,VERB
puesto,1,1,1,ADJ
anónimos,,1,1,ADJ NOUN
cuestas,,1,1,NOUN ADJ
aburrían,,1,1,VERB
brilló,3,1,1,VERB
x,,1,1,NOUN
precipitaban,,1,1,VERB
derramadas,,1,1,ADJ
solidez,,1,1,ADJ NOUN
inconsistencia,,1,1,ADJ NOUN
acecha,,1,1,VERB
acomodó,,2,1,VERB
galopes,,1,1,NOUN
kiosco,,1,1,ADJ
instalada,,1,1,ADJ
serenata,,1,1,VERB NOUN
perpetuo,,1,1,ADJ
tertulia,,1,1,NOUN
recortada,,1,1,ADJ
sentaba,3,1,1,VERB
acurrucó,,1,1,VERB
roma,,1,1,PROPN
aniquilaría,,1,1,VERB
alguno,,1,1,DET
fascinado,,1,1,ADJ
salieran,,1,1,VERB
surtido,,1,1,NOUN ADJ
torno,3,1,1,NOUN
martirio,,1,1,NOUN ADJ
aguardó,,1,1,VERB
platos,2,2,1,NOUN
prepararon,,2,1,VERB
sientes,,1,1,VERB
llevarle,,1,1,VERB
dulces,,2,1,ADJ
laven,,1,1,VERB
reprimenda,,1,1,NOUN
tendía,1,1,1,VERB
transparente,2,2,1,ADJ
discusión,1,1,1,NOUN
une,,1,1,VERB
vigilado,,1,1,ADJ
rama,,1,1,NOUN
siguen,,1,1,VERB
intactos,,1,1,ADJ
devuelve,,1,1,VERB
forman,,1,1,VERB
arena,1,1,1,VERB PROPN NOUN
camisón,1,1,1,PROPN NOUN
aparta,,1,1,VERB
cumplía,1,1,1,VERB
escritorio,1,2,1,NOUN ADJ
obligaban,1,2,1,VERB
prestó,1,1,1,VERB
podíamos,1,1,1,AUX
ofendió,1,1,1,VERB
serenatas,,1,1,NOUN
das,1,1,1,ADJ VERB NOUN
trofeo,,1,1,NOUN
mozo,1,2,1,NOUN
guerreros,,1,1,NOUN
rodillas,1,2,1,NOUN ADJ
oro,,1,1,NOUN
convertidas,,1,1,ADJ
manta,,1,1,VERB
rodeadas,,1,1,ADJ
opresión,,1,1,NOUN
alerta,1,1,1,ADJ PROPN NOUN
dependía,1,1,1,VERB ADJ
bruces,1,1,1,NOUN ADJ
sombría,,1,1,ADJ
cantaban,1,1,1,VERB
arregló,1,1,1,VERB
aceptado,1,1,1,VERB ADJ
angustia,1,1,1,NOUN VERB PROPN
ávidos,,2,1,ADJ
enteró,1,1,1,VERB
mansamente,1,1,1,ADV
fluía,1,1,1,VERB
equivocarse,1,1,1,VERB
comidas,1,2,1,NOUN
produce,1,2,1,VERB
remolino,1,1,1,NOUN ADJ
imaginación,1,1,1,ADJ NOUN
engaño,1,1,1,NOUN
búsqueda,1,1,1,ADJ NOUN
cambiaron,,2,1,VERB
cae,2,2,1,VERB
inmensa,1,1,1,ADJ
conocedor,1,1,1,ADJ NOUN
madera,1,1,1,PROPN NOUN ADJ
iniciar,1,1,1,VERB
empezado,1,1,1,ADJ VERB
repente,1,1,1,ADV NOUN
intervino,,2,1,VERB
cuchillo,,2,1,NOUN
justa,1,1,1,ADJ
comentaban,,2,1,VERB
preciosa,1,2,1,ADJ
caminaron,1,1,1,VERB
ambiente,1,1,1,PROPN DET
rezaba,1,1,1,VERB
espesas,1,2,1,ADJ
asesino,1,2,1,ADJ
planta,1,1,1,NOUN PROPN VERB
quebrada,1,1,1,ADJ
despojo,1,1,1,NOUN ADJ
propios,1,1,1,DET
confundidos,1,1,1,ADJ
rebozo,,2,1,NOUN
escandalizada,,1,1,ADJ
individual,,1,1,ADJ
beata,,2,1,NOUN PROPN
intempestivo,,1,1,ADJ
tragaba,,1,1,VERB
colmar,,1,1,VERB
conduce,,1,1,VERB
huyendo,2,2,1,VERB
altivez,,1,1,NOUN PROPN
tenacidad,,1,1,ADJ NOUN
zopilotes,,1,1,NOUN ADJ
entrara,,1,1,VERB
huye,,1,1,VERB
oiga,,1,1,VERB
patrón,,1,1,ADJ
trabajado,,1,1,ADJ
capataz,,1,1,NOUN PROPN
callaba,,2,1,VERB
nidos,,1,1,NOUN
disperso,,2,1,ADJ
aparecido,,1,1,ADJ
pisaban,,1,1,VERB
aturdido,,1,1,ADJ
arrebataron,,2,1,VERB
aludir,,1,1,VERB
surgiera,,1,1,VERB
tablas,,1,1,NOUN
desaparecidos,,1,1,ADJ
únicas,,1,1,ADJ
gozo,3,1,1,NOUN
cola,,1,1,NOUN
llamaradas,,1,1,NOUN ADJ
racimos,,2,1,NOUN VERB
empobrecido,,1,1,ADJ
entienda,,1,1,VERB
escrutar,,1,1,VERB
mentiras,,1,1,NOUN
silbando,,1,1,VERB
arriesga,,1,1,VERB
acabaría,,1,1,VERB
solitarios,,1,1,NOUN ADJ
canales,,1,1,NOUN
vecina,,1,1,ADJ
llueve,,1,1,VERB
besen,,1,1,VERB
pisaba,,1,1,VERB
leche,2,2,1,NOUN PROPN
distraídamente,,1,1,ADV
cambian,,1,1,VERB
observando,,1,1,VERB
misteriosas,,1,1,ADJ
volvieran,2,2,1,VERB
impuesto,,1,1,ADJ VERB
animales,,1,1,NOUN
conversar,,2,1,VERB
inclinándose,,1,1,VERB
improvisar,,1,1,VERB
insolencia,,1,1,VERB ADJ
prados,,2,1,ADJ
pagando,,1,1,VERB
colgar,,2,1,VERB
damos,,1,1,VERB
alcanzarla,,1,1,VERB
reapareció,,1,1,VERB
centro,3,1,1,NOUN PROPN
escrito,,1,1,ADJ
condujo,,1,1,VERB
ruega,,1,1,VERB
invitarlo,,1,1,VERB
éstos,,1,1,PRON ADJ
nave,3,1,1,NOUN
olvidando,,1,1,VERB
misteriosos,,1,1,ADJ
apariciones,,1,1,NOUN
empañaba,,1,1,VERB
perdonaba,,1,1,VERB
sostuvieron,,2,1,VERB
húmeda,3,1,1,ADJ
estatura,,1,1,NOUN
oyendo,2,2,1,VERB
muchachito,,1,1,ADJ
contenta,3,1,1,ADJ
olla,,1,1,NOUN
iría,,1,1,AUX
amanecido,,1,1,VERB ADJ
augurios,,1,1,ADJ
ocultas,,1,1,ADJ
posaban,,2,1,VERB
colgado,,1,1,VERB ADJ
propia,2,2,1,DET ADJ
permitieran,,1,1,VERB
queja,,1,1,NOUN VERB
arrodillada,,1,1,ADJ
barajas,,1,1,NOUN
condenaban,,1,1,VERB
moviéndose,,1,1,VERB
asaltos,,1,1,NOUN
sitiada,,1,1,ADJ
infierno,,1,1,PROPN ADJ
apagados,,1,1,ADJ
andará,,1,1,VERB
malignidad,,1,1,NOUN
tocas,,1,1,ADJ VERB
vasto,,1,1,ADJ
asistían,,1,1,VERB
mezclaba,,1,1,VERB
apasionadas,,1,1,ADJ
regocijo,,1,1,VERB ADJ
saciará,,1,1,VERB
envidia,,1,1,ADV NOUN
apreciaba,,1,1,VERB
encontramos,,2,1,VERB
masas,,1,1,NOUN
asomó,2,2,1,VERB
sujeto,,1,1,ADJ
esquivar,,1,1,VERB
aumentó,,1,1,VERB
ave,,2,1,PROPN NOUN
probaban,,1,1,VERB
quedado,,2,1,ADJ VERB
lujoso,,1,1,ADJ
torció,,2,1,VERB
amplio,,1,1,ADJ
representar,,1,1,VERB
convenció,,1,1,VERB
llamarada,,2,1,NOUN ADJ
póngase,,1,1,ADJ VERB
actualmente,,1,1,ADV
fría,3,1,1,ADJ
desierto,,1,1,ADJ NOUN
amenazadores,,1,1,NOUN ADJ
nacimos,,1,1,VERB
miles,2,2,1,NUM
junto,4,1,1,ADJ ADV
caprichosos,,1,1,ADJ
rió,4,1,1,VERB
abuela,4,1,1,NOUN ADJ
llegado,2,2,1,ADJ VERB
decirme,4,1,1,VERB
empezamos,,1,1,VERB
increíble,,1,1,ADJ
gotas,4,1,1,NOUN
discordia,,1,1,NOUN
injurias,,1,1,NOUN
fuente,1,2,1,NOUN
tejados,,1,1,NOUN ADJ
aparecen,,1,1,VERB
brutalidad,,2,1,NOUN
carta,,1,1,PROPN NOUN
infantiles,1,2,1,ADJ
suspendida,,1,1,ADJ
adivinando,1,2,1,VERB
objetos,,1,1,PROPN ADJ
ten,,1,1,VERB PROPN
pecados,,2,1,NOUN
reducidos,,1,1,ADJ
reatas,,1,1,VERB NOUN
dificultad,1,2,1,NOUN
v,,1,1,NOUN CCONJ
sonámbulos,,1,1,NOUN
aguda,2,1,1,ADJ
choque,,1,1,NOUN
bailaba,2,1,1,VERB
esfera,,1,1,NOUN
energía,,1,1,NOUN
inspirar,,1,1,VERB
moles,,1,1,NOUN
desaparición,1,2,1,NOUN ADJ VERB
visibles,,1,1,ADJ
sirvientes,,2,1,NOUN
haberlo,2,1,1,VERB AUX
completo,2,1,1,ADJ
desvanece,,1,1,VERB
luchaban,,1,1,VERB
atreviera,,1,1,VERB
enviado,,1,1,ADJ
ascética,,1,1,ADJ
lograría,,1,1,VERB
sábana,,1,1,ADJ NOUN
insolente,,1,1,ADV ADJ
van,1,2,1,VERB
carnes,,1,1,NOUN
tragos,,1,1,NOUN
caoba,,1,1,PROPN NOUN
cristales,1,1,1,NOUN ADJ
inclino,1,2,1,VERB
castigos,1,1,1,NOUN ADJ
bebido,1,1,1,ADJ VERB
entrecerró,1,1,1,VERB
espectadores,1,2,1,NOUN
llegada,1,1,1,VERB NOUN
vigas,1,2,1,NOUN PROPN
tibio,1,1,1,ADJ
furioso,1,1,1,ADJ
esposos,,2,1,NOUN
deshacer,1,1,1,VERB
corto,1,1,1,PROPN ADJ
limpió,1,1,1,VERB
contenía,1,1,1,VERB
significado,1,1,1,ADJ NOUN
tranquilamente,1,1,1,ADV
acumularse,,1,1,VERB
ligeramente,4,2,1,ADV
duraba,,1,1,VERB
nocturnos,,2,1,ADJ
ocho,3,2,1,NUM
queso,,1,1,NOUN ADJ
falta,4,2,1,NOUN VERB
deslizaba,,1,1,VERB
recupera,,1,1,VERB
tocador,1,1,1,ADJ
oloroso,1,2,1,ADJ
brevedad,,1,1,NOUN
ruina,,1,1,NOUN
rayo,1,2,1,NOUN
cauda,,1,1,PROPN
casualidad,1,1,1,NOUN
deshicieron,,1,1,VERB
estorbaban,,2,1,VERB
precipitaba,,1,1,VERB
repetidas,,2,1,ADJ VERB
piense,,2,1,VERB
saliera,1,1,1,VERB
minúscula,,1,1,ADJ NOUN
llevarían,,2,1,VERB
rabia,2,1,1,ADJ
agujero,,1,1,NOUN
crecido,1,2,1,VERB ADJ
obedeciendo,,1,1,VERB
maletas,,1,1,ADJ NOUN
agentes,,1,1,NOUN
espacios,,2,1,NOUN
visitado,,2,1,ADJ
grillos,,2,1,NOUN
ix,,2,1,PROPN
segundos,,1,1,NOUN
vidrio,,1,1,ADJ
yema,,1,1,ADV PROPN
volvemos,1,1,1,VERB
olores,,1,1,NOUN
desayuno,,1,1,NOUN ADJ
observa,,2,1,VERB
dirige,,2,1,VERB
ocote,,1,1,VERB
pregunten,1,1,1,VERB
dejábamos,1,1,1,VERB
pegándose,,1,1,VERB
ángeles,,1,1,NOUN ADJ
citas,1,1,1,NOUN
íbamos,1,1,1,VERB AUX
pareciera,1,1,1,AUX VERB PROPN
pleito,,1,1,NOUN
sobresaltados,,1,1,ADJ NOUN
venderlos,,1,1,VERB
escogido,,2,1,ADJ
señorita,,1,1,NOUN
olfateando,,1,1,VERB
fantasma,1,2,1,ADJ PROPN
muda,2,1,1,ADJ VERB
domingos,,1,1,NOUN ADJ
secretos,2,1,1,ADJ NOUN
figura,2,1,1,NOUN ADJ
suelto,,1,1,NOUN ADJ
ferocidad,,2,1,NOUN
insistente,1,2,1,ADJ
ríos,,1,1,NOUN
cigarrillos,,1,1,NOUN
amarillo,,2,1,ADJ
nocturno,,2,1,ADJ
separarse,1,2,1,VERB
entreabierta,,1,1,ADJ
vestían,,1,1,VERB
confuso,2,1,1,ADJ
vuelvo,2,1,1,VERB PRON
jugador,,1,1,NOUN ADJ
alivio,1,2,1,NOUN ADJ
ii,,2,1,PROPN
dorado,2,1,1,ADJ
clavando,,1,1,VERB
protegido,,1,1,ADJ
norte,,1,1,NOUN ADJ
rechazó,,2,1,VERB
manga,,2,1,NOUN ADV
va,2,1,1,AUX
buscará,,1,1,VERB
provocaban,,1,1,VERB
vilo,,2,1,NOUN
enfermo,2,1,1,NOUN
respeto,2,1,1,NOUN VERB
perlas,1,1,1,NOUN
dorso,1,1,1,NOUN ADJ
cumplían,1,1,1,VERB
adolescente,1,1,1,ADJ
roca,1,1,1,NOUN VERB
arrugas,1,1,1,ADJ NOUN
desfilaron,1,1,1,VERB
pésame,1,1,1,ADJ NOUN
escote,1,1,1,ADJ ADV NOUN
acercado,,2,1,ADJ
plantas,1,1,1,NOUN PROPN
puntas,,2,1,NOUN
sonrieron,1,1,1,VERB
formaban,1,1,1,VERB
corteza,,2,1,NOUN ADJ
descaro,1,1,1,ADJ NOUN
sintiera,1,1,1,VERB
encender,1,1,1,VERB
bala,1,1,1,NUM PROPN ADJ
mudo,1,2,1,ADJ
caricia,1,1,1,NOUN
edificio,1,2,1,NOUN PROPN
veladora,1,1,1,ADJ
i,,2,1,CCONJ
remordimientos,1,1,1,PROPN NOUN
deber,1,1,1,NOUN AUX ADJ
vayan,1,1,1,VERB AUX
presagios,1,1,1,NOUN
bonito,1,2,1,ADJ
barrio,1,1,1,NOUN
reseca,1,1,1,ADJ VERB
rey,1,1,1,NOUN
escritas,,2,1,ADJ
vendió,1,1,1,VERB
largos,1,1,1,ADJ
muchacha,21,2,1,NOUN
curioso,1,2,1,ADJ
desdeñoso,,2,1,ADJ
cualquiera,4,2,1,PRON DET
imitando,1,2,1,VERB
sordo,1,1,1,ADJ
boca,1,1,1,ADV NOUN
bebida,,2,1,NOUN PROPN
invasores,,1,1,NOUN
proyectaba,,2,1,VERB
cuadros,,1,1,NOUN
terraplenes,,1,1,NOUN
bajos,1,2,1,ADJ
desciende,,1,1,VERB
aventura,,1,1,NOUN VERB
conquistado,,1,1,ADJ
condena,,1,1,NOUN
convertirme,,1,1,VERB
según,,1,1,SCONJ
carbón,,1,1,NOUN
afrontar,1,1,1,VERB
complicidad,1,1,1,NOUN VERB
ráfagas,,2,1,NOUN
llevarme,,2,1,VERB
rodea,1,1,1,VERB
bocanada,1,1,1,ADJ NOUN
saludos,1,1,1,NOUN PROPN
rosa,1,1,1,PROPN VERB
montaña,1,1,1,NOUN
creas,1,1,1,VERB
machetes,,1,1,NOUN ADJ
vaya,1,1,1,AUX VERB
crees,1,2,1,PROPN VERB
terquedad,1,2,1,NOUN
prolongados,,2,1,ADJ
satisfecho,1,1,1,ADJ
asistentes,,1,1,ADJ NOUN
cercado,1,1,1,ADJ
caros,1,1,1,ADJ
preferían,1,1,1,VERB
perfume,1,1,1,NOUN
infinitamente,1,2,1,ADV
cantando,1,1,1,VERB
niega,1,2,1,VERB
sucedieron,1,1,1,VERB
penumbra,1,1,1,PROPN NOUN
descompuesto,1,1,1,ADJ
acomodado,1,1,1,ADJ
emplear,1,1,1,VERB
desordenado,1,2,1,ADJ
redonda,1,1,1,ADJ
preparado,1,2,1,ADJ
azar,1,1,1,NOUN
menores,1,1,1,ADJ
xi,,2,1,NOUN
gentes,1,1,1,NOUN ADJ
evitando,1,2,1,VERB
terminaron,1,1,1,VERB
hoja,1,1,1,NOUN PROPN
minuto,1,1,1,NOUN ADJ
produjera,1,1,1,VERB
amigas,1,1,1,ADJ NOUN
silencioso,1,1,1,ADJ
visita,1,1,1,NOUN VERB
estallan,1,1,1,VERB
callejón,1,1,1,ADJ NOUN PROPN
pegado,1,1,1,ADJ
encuentro,1,1,1,NOUN VERB
importaban,1,1,1,VERB
mansos,1,1,1,ADJ
vería,,2,1,VERB
seguida,1,1,1,ADJ
monótono,1,1,1,NOUN ADJ
recibían,1,1,1,VERB
cómplices,1,1,1,ADJ NOUN
muñeco,1,1,1,NOUN
irían,1,1,1,AUX
ligera,1,1,1,ADJ
ido,1,1,1,VERB ADJ
gastos,1,1,1,NOUN
corrales,1,1,1,PROPN ADJ NOUN
miel,1,1,1,ADJ NOUN
reflejada,1,1,1,ADJ
rodean,,2,1,VERB
gozar,1,2,1,VERB
acordes,1,2,1,NOUN ADJ
hermana,1,2,1,NOUN ADJ
despegó,1,1,1,VERB
confusión,1,1,1,NOUN
llevado,1,1,1,ADJ VERB
prima,1,1,1,NOUN
xiii,,2,1,PROPN
insoportable,1,1,1,ADJ
terminaba,3,2,1,VERB
humo,1,1,1,ADJ NOUN PROPN
irte,1,1,1,VERB
sierra,1,2,1,PROPN NOUN
balazo,1,1,1,NOUN
inocencia,1,2,1,ADJ NOUN
viajero,1,1,1,NOUN ADJ
queman,1,1,1,VERB
escándalo,1,1,1,NOUN
gesticulaba,1,1,1,VERB
contiene,1,1,1,VERB
preparativos,1,1,1,ADJ NOUN
extendido,1,1,1,ADJ
través,1,2,1,ADV ADP NOUN
reconocido,1,1,1,ADJ VERB
llantos,1,1,1,ADJ NOUN
adivinado,,,1,ADJ
abolición,,,1,NOUN
autoritario,,,1,ADJ
observarte,,,1,VERB
despreocupado,,,1,ADJ
casual,,,1,ADJ
vivido,1,5,1,ADJ VERB
intuición,,,1,NOUN
acostumbrarte,,,1,VERB
contrapesó,,,1,VERB
cínica,,,1,ADJ
manuel,,,1,PROPN
mandujano,,,1,PROPN
alejaron,1,5,1,VERB
confundiéndose,,,1,VERB
cubo,,,1,NOUN
chocar,,,1,VERB
estridente,,,1,ADJ
zancuda,,,1,PROPN
vulgaridad,,,1,NOUN
incumplido,,,1,ADJ
isodoro,,,1,PROPN
atenerse,,,1,VERB
sepa,,,1,PROPN
afluyera,,,1,ADJ
cejas,,,1,NOUN
rayos,2,5,1,NOUN
domino,,,1,ADJ
evidencias,,,1,NOUN
ruedo,,,1,NOUN
desarraigado,,,1,ADJ
dirá,,,1,VERB
negación,,,1,NOUN
espontaneidad,,,1,NOUN
disimularla,,,1,VERB
evasivas,,,1,ADJ
atenuar,,,1,VERB
abrochaba,,,1,VERB
desabrochaba,,,1,VERB
botones,,,1,NOUN
pasará,,,1,VERB
remediarse,,,1,VERB
vete,,5,1,PROPN
anunciando,,,1,VERB
apoyadas,,,1,ADJ
enseñé,,,1,VERB
pajitas,,,1,ADJ
disfrutarán,,,1,VERB
frenar,,,1,VERB
sabrán,,,1,VERB
marfil,,,1,NOUN
tallado,,,1,ADJ
ebanistas,,,1,NOUN
monstruosos,,,1,ADJ
bisbiseo,,,1,ADJ
preguntándose,,,1,VERB
cuáles,,,1,SCONJ
rara,,,1,ADJ
revestido,,,1,ADJ
fijase,,,1,VERB
divagaba,,,1,VERB
desvelado,,,1,ADJ
intempestiva,,,1,ADJ
presagiaba,,,1,VERB
rechinó,,,1,VERB
ornamentos,,,1,NOUN
realice,,,1,VERB
madrugar,,,1,VERB
lisonja,,,1,PROPN
sirvan,,,1,VERB
cambiarme,,,1,VERB
asentimiento,,,1,NOUN
conmovedor,,,1,ADJ
avasalladora,,,1,ADJ
suplicándole,,,1,VERB
cuchicheaba,,,1,VERB
clero,,,1,ADJ
resignaban,,,1,VERB
competir,,,1,VERB
fingían,,,1,VERB
desdeñar,,,1,VERB
predilección,,,1,ADJ
diezmos,,,1,DET
crudeza,,,1,NOUN
dirigían,,,1,VERB
conformaban,,,1,VERB
asexuada,,,1,ADJ
empalagosa,,,1,ADJ
mistela,,,1,NOUN
rebanadas,,,1,NOUN
chicharrones,,,1,NOUN
contradictoriamente,,,1,ADV
irredimibles,,,1,ADJ
rechazada,,,1,ADJ
choclos,,,1,NOUN
florecientes,,,1,ADJ
consteladas,,,1,ADJ
entrecruzadas,,,1,ADJ
remataban,,,1,VERB
atavío,,,1,NOUN
tradicionales,,,1,ADJ
charol,,,1,NOUN
sotanas,,,1,NOUN
detonantes,,,1,ADJ
venida,,,1,ADJ
fluctuación,,,1,NOUN
partideños,,,1,ADJ
abolengo,,,1,ADJ
enfundandos,,,1,ADJ
animación,,,1,ADJ
presentimiento,,,1,NOUN
helechos,,5,1,NOUN
imitado,,,1,ADJ
goznes,,,1,NOUN
mohosos,,,1,ADJ
tomándola,,,1,PROPN
contendiente,,,1,ADJ
impusieron,,,1,VERB
intrusa,,,1,NOUN
inquirió,,,1,VERB
material,,,1,ADJ
meditar,,,1,VERB
incorporaba,,,1,VERB
aproximado,,,1,ADJ
examinarla,,,1,VERB
relieve,,,1,NOUN
pareces,,,1,PROPN
chirrido,,,1,ADJ
ordinariamente,,,1,ADV
graciosamente,,,1,ADV
obeso,,,1,ADJ
pudorosa,,,1,ADJ
posaba,,,1,VERB
hechos,1,5,1,NOUN ADJ
potro,,,1,PROPN
rechaza,,,1,VERB
palpitante,,,1,ADJ
desilusionada,,,1,ADJ
maderas,,5,1,NOUN ADJ
deseosa,,,1,ADJ
transluciera,,,1,NOUN
estatuto,,,1,NOUN
impedida,,,1,ADJ
casada,,,1,ADJ
esparcimiento,,,1,NOUN
interrogativa,,,1,ADJ
rechazas,,,1,VERB
trae,,5,1,VERB
correspondido,,,1,ADJ
vastas,,,1,ADJ
triunfar,,,1,VERB
harás,,,1,VERB
comentemos,,,1,VERB
embarazoso,,,1,ADJ
introducción,,,1,NOUN
auguraba,,,1,VERB
acopio,,,1,ADJ
sutilezas,,,1,NOUN
diego,,,1,PROPN
expansión,,,1,NOUN
potentados,,,1,ADJ
confinando,,,1,VERB
periferia,,,1,NOUN
rehacer,,,1,VERB
urdiendo,,,1,VERB
multitudes,,,1,NOUN
rigiendo,,,1,VERB
director,,,1,NOUN
rectificaba,,,1,VERB
inmensas,,,1,ADJ
heredarían,,,1,VERB
tácita,,,1,ADJ
untadas,,,1,ADJ
deducir,,,1,VERB
pesaron,,,1,VERB
estigma,,,1,NOUN
brillantez,,,1,NUM
aventurera,,,1,ADJ
vertió,,,1,VERB
solapada,,,1,ADJ
entrever,,,1,VERB
hipocresía,,,1,ADJ
ministerio,,,1,NOUN
desollaban,,,1,VERB
rancio,,,1,ADJ
desconsoladora,,,1,ADJ
elocuencia,,,1,NOUN
barrocos,,,1,ADJ
rebotaba,,,1,VERB
retablos,,,1,NOUN
carraspeaba,,,1,VERB
siseaba,,,1,VERB
cohíbe,,,1,VERB
preferibles,,,1,ADJ
párroco,,,1,VERB
sacerdotal,,,1,ADJ
desnudan,,,1,VERB
tara,,,1,VERB
descuido,,,1,NOUN
nutre,,,1,VERB
meritoria,,,1,ADJ
ocupando,,,1,VERB
incorporarlos,,,1,VERB
biblioteca,,,1,NOUN
pardear,,,1,VERB
embozados,,,1,ADJ
barato,,,1,ADJ
subrepticiamente,,,1,ADV
