,La Señal,Los Recuerdos del Porvenir,Oficio de Tinieblas,Tipo
minúsculas,,2,,ADJ
minucioso,,2,2,ADJ
encerrado,,4,3,ADJ
prendas,,3,,NOUN
guardadas,,1,1,ADJ
escenas,,1,,NOUN
intrincadas,,1,1,ADJ
invariables,,2,,ADJ
cuartos,,14,4,NOUN
muros,,28,2,NOUN
gatos,,5,1,NOUN PROPN
furtivos,,1,3,ADJ
entraban,,7,3,VERB
mantos,,1,,NOUN
quedarte,,2,,VERB
cases,,1,,NOUN
llevas,,1,1,VERB
negro,,13,4,ADJ
pilar,,3,1,NOUN
huirían,,1,,VERB
aureola,,1,1,ADJ
campo,,1,5,NOUN
ganar,,2,8,VERB
descubrirla,,1,,VERB
encontrarían,,1,,VERB
héroes,,2,,NOUN
glorioso,,1,,ADJ
morarían,,1,,VERB
pegándose,,1,1,VERB
estruendo,,2,1,NOUN VERB
sobresaltados,,1,1,ADJ NOUN
pleito,,1,1,NOUN
cantina,,2,1,NOUN ADJ
ocupado,,4,1,ADJ
hicieran,,2,7,VERB
buscarlo,,2,,VERB
desconocidos,,1,3,ADJ
ensombreció,,2,,VERB
imaginen,,1,,VERB
recomendó,,1,2,VERB
disponían,,3,4,VERB
existe,,2,3,VERB
contestó,,7,2,VERB
ángeles,,1,1,NOUN ADJ
pensativa,,5,,ADJ
iii,,2,1,PROPN
martínmoncadae,,1,,ADJ
interrumpió,,4,8,VERB
lectura,,3,,NOUN
perplejo,,1,,NOUN
cayeron,,11,3,VERB
apacible,,3,,ADJ
perdieron,,5,2,VERB
eco,,1,4,DET NOUN
inclinados,,2,,ADJ
tablero,,4,,NOUN
repetía,,15,6,VERB
repartidos,,1,,ADJ
continuaron,,7,6,VERB
minúscula,,1,1,ADJ NOUN
anamoncadae,,35,,PROPN
mecha,,1,2,NOUN
quinqué,,1,,PROPN
exclamó,,2,,VERB
inclinó,,17,10,VERB
chasqueó,,1,,VERB
varias,,3,7,DET
conjurar,,2,3,VERB
reloj,,11,3,NOUN
martilleaba,,1,,VERB
segundos,,1,1,NOUN
severidad,,2,1,NOUN
amenazándolo,,1,,VERB
nueve,,5,1,NUM
obedeciendo,,1,1,VERB
puertecilla,,1,,NOUN
vidrio,,1,1,ADJ
desprendió,,5,,VERB
coloco,,2,,VERB
bronce,,3,,NOUN
amo,,2,2,VERB
ocupar,,3,4,VERB
corretear,,1,,VERB
manecillas,,2,,NOUN
caratula,,1,,VERB
porcelana,,4,,ADJ
ocupantes,,1,,ADJ
entraron,,16,2,VERB
gestos,,3,3,ADJ NOUN
convirtieron,,2,1,VERB
individual,,1,1,ADJ
volverlos,,1,1,VERB
personajes,,8,1,NOUN
inclinado,,5,2,ADJ
atareados,,1,,ADJ
pesadumbre,,2,1,NOUN
cerraban,,3,1,VERB
guardaron,,12,,VERB
avalancha,,1,1,VERB NOUN
apretujados,,1,,ADJ
contaban,,4,3,VERB
lunes,,8,,NOUN
haré,,4,1,VERB
vividos,,1,,ADJ
memorias,,2,1,NOUN
irreal,,5,,ADJ
recordando,,4,1,VERB
buganvilia,,3,,PROPN
existían,,2,1,VERB
países,,1,,NOUN
poseído,,1,1,ADJ
sorprendida,,4,1,ADJ VERB
reflejó,,2,,VERB
actos,,6,8,NOUN
consideración,,2,3,NOUN
abrían,,3,5,VERB
adentro,,1,1,ADV
contemplaba,,4,12,VERB
incrédulo,,2,2,ADJ
olores,,1,1,NOUN
ignorados,,1,,ADJ
ixtepec,,1,,PROPN
criadas,,11,4,ADJ
encendían,,1,,VERB
ocote,,1,1,VERB
quemado,,2,,ADJ
visiones,,2,,NOUN
resinoso,,1,,ADJ
brasero,,1,2,NOUN
caliente,,11,3,ADJ
pantanosos,,2,,ADJ
hallarse,,4,,VERB
caras,,25,1,NOUN ADJ
llameaba,,1,,VERB
abierta,,9,1,ADJ PROPN
extraviado,,1,,ADJ
paraje,,2,6,NOUN
apuraban,,1,,VERB
volviéndole,,1,,VERB
tule,,1,,VERB
desayuno,,1,1,NOUN ADJ
detenía,,4,6,VERB
corría,,11,5,VERB
libertad,,2,7,NOUN
calendario,,1,,NOUN
encarcelaba,,1,,VERB
anecdótico,,1,,ADJ
privaba,,1,,VERB
incorpóreos,,1,,ADJ
transmutaban,,1,,VERB
hechizada,,2,,ADJ
provenía,,3,,VERB
origen,,3,4,NOUN
intacto,,4,3,ADJ
leer,,4,1,VERB
arístidesarrietae,,1,,PROPN
pagina,,1,,NOUN
quede,,1,1,VERB
contestaba,,5,1,VERB
nacimiento,,2,2,NOUN
ciro,,1,,PROPN
asombroso,,4,,ADJ
leyeron,,1,,VERB
sagrada,,1,2,ADJ
enfrentaron,,1,,VERB
isaac,,1,,PROPN
comparables,,1,,ADJ
antigüedad,,1,1,NOUN
latidos,,2,,NOUN
tenaz,,1,1,ADJ
fragilidad,,3,1,NOUN
transido,,1,,ADJ
tontito,,1,,ADJ
dijera,,4,2,VERB
profunda,,2,2,ADJ
compasión,,4,2,NOUN
abolió,,3,,VERB
cuidadoso,,1,,ADJ
posibilidad,,2,9,NOUN
diversos,,1,1,DET
trabajos,,1,6,NOUN
parpadearon,,1,,VERB
renovarles,,1,,VERB
sabrá,,4,4,VERB
corderos,,1,,NOUN
pocos,,4,1,DET PRON
casara,,1,,VERB
disgustaba,,2,1,VERB
establecieran,,1,1,VERB
diferencias,,1,2,NOUN
matrimonio,,6,10,NOUN
reducida,,2,,ADJ
mercancía,,1,1,NOUN
oigo,,3,,VERB
rondando,,1,1,VERB
oídos,,8,11,NOUN
repitiéndose,,5,,VERB
cansados,,4,1,ADJ
desapareció,,7,2,VERB
bandeja,,7,,NOUN
reposaban,,2,,VERB
vasos,,3,2,NOUN
jarra,,4,1,NOUN
bebieron,,4,1,VERB
huele,,1,1,VERB
jazmines,,1,,NOUN
inundaba,,3,,VERB
tibiezas,,1,,NOUN
agradeció,,5,3,VERB
asalto,,1,2,NOUN
enviar,,1,3,VERB
violentar,,2,,VERB
presencias,,2,,NOUN
maleficio,,2,,NOUN
siglos,,4,5,NOUN
rondaba,,1,2,VERB
invadía,,4,,VERB
viernes,,1,5,NOUN
impotente,,1,1,ADJ
tinieblas,,5,2,NOUN
iv,,2,1,PROPN
entero,,7,8,ADJ
duraron,,2,,VERB
blandinae,,3,,PROPN
provista,,2,,ADJ
cesto,,1,2,NOUN
reflexionaron,,1,,VERB
gustan,,2,,VERB
necesito,,1,4,VERB
corte,,1,,NOUN
gravedad,,2,6,NOUN
rutilioe,,2,,NUM
singer,,1,,PROPN
trabajo,,2,5,NOUN
costurera,,2,,ADJ
parsimonia,,2,,PROPN
ajusto,,1,,VERB
incline,,2,,VERB
helechos,,5,1,NOUN
colocaron,,3,,VERB
coser,,1,,VERB
macizos,,1,,ADJ
impacientaron,,1,,VERB
molesta,,1,1,VERB
prefiero,,1,,VERB
trote,,1,1,NOUN
menudo,,1,3,ADJ
solemnes,,2,2,ADJ
apropiado,,1,1,ADJ VERB
mediodía,,1,1,ADJ NOUN
meditando,,1,1,VERB
comió,,4,1,VERB
meter,,1,2,VERB
tijeras,,2,1,NOUN
muebles,,3,1,NOUN
ángulo,,3,3,NOUN
pierde,,2,6,VERB
sonriente,,8,,ADJ
cosió,,2,,VERB
afanosa,,1,,ADJ
siete,,8,1,NUM
marcaba,,1,,VERB
iniciales,,2,1,ADJ
peligros,,1,1,NOUN
tentaciones,,1,,NOUN
determinaba,,1,,VERB
culpábamos,,1,,ADJ
tetela,,1,,VERB
vibrando,,1,,VERB
sonaja,,1,,VERB
minerales,,1,,ADJ
pobrísimos,,1,,ADJ
desertaron,,1,,VERB
cuantas,,1,1,ADJ
dedicadas,,1,,ADJ
descalzas,,1,,NOUN
desgarradas,,2,,ADJ
vender,,1,6,VERB
jarros,,1,,NOUN
mercado,,1,3,NOUN
cruzaba,,4,1,VERB
mineral,,1,,ADJ
atravesaba,,4,,VERB
campesinos,,2,,NOUN
devorados,,1,2,ADJ
fiebres,,3,,NOUN
unido,,2,,ADJ
rebelión,,2,,NOUN
diezmados,,1,,ADJ
establecido,,2,4,ADJ
rodeados,,1,,ADJ
exterminar,,1,,VERB
armaban,,2,,VERB
sosteniéndose,,1,1,VERB
alimentadas,,1,,ADJ
tomássegoviae,,1,,PROPN
reuniones,,1,3,NOUN
despedir,,1,1,VERB
segovia,,11,,PROPN
pedantería,,2,,NOUN
botica,,1,1,ADJ
repartía,,2,1,VERB
consejos,,5,6,NOUN
papelito,,1,,NOUN
elvirae,,2,,ADJ
justinoe,,1,,PROPN
peligrosos,,1,,ADJ
lidiar,,1,,VERB
indiada,,2,1,ADJ
infinito,,1,,ADJ
guardó,,14,2,VERB
avergonzaban,,1,,VERB
hablen,,1,,VERB
sopla,,1,1,VERB
agazapo,,1,,VERB
conchitae,,58,,PROPN
contemplo,,1,,VERB
tomaba,,3,4,VERB
aguantaba,,1,,VERB
estoicamente,,1,,ADV
aguanta,,2,,VERB
encargó,,3,1,VERB
disimular,,5,2,VERB
provocada,,2,,ADJ
disipo,,1,,VERB
escabroso,,1,,ADJ
detenido,,2,,ADJ
relojes,,2,,NOUN
tomaban,,3,3,VERB
vuelo,,3,3,NOUN
salían,,7,3,VERB
tejía,,1,,VERB
destejía,,1,,VERB
silabas,,2,,NOUN
arrebataban,,2,,VERB
querida,,17,5,ADJ
lejanas,,4,,ADJ
torre,,2,1,NOUN
salón,,11,,NOUN
huyeron,,2,,VERB
velocidad,,4,1,NOUN
acompaño,,3,,VERB
aprovecho,,2,,VERB
favorito,,1,1,ADJ
analfabetos,,1,,ADJ
creerá,,1,1,VERB
enojada,,3,,ADJ
galantemente,,2,,ADV
echaran,,1,,VERB
cerrojos,,4,,NOUN
remontó,,1,,VERB
perfil,,2,1,NOUN
consolarse,,2,,VERB
rima,,1,,NOUN
nocturna,,1,,ADJ
almacén,,2,1,NOUN
marcaban,,1,2,VERB
escribiendo,,1,,VERB
versos,,2,,NOUN
cuarteta,,1,,NOUN
fijar,,1,1,VERB
tonta,,1,,ADJ
pasados,,1,3,ADJ
contemples,,1,,ADJ
ordenaban,,1,1,VERB
reconocen,,1,2,VERB
duelos,,3,,NOUN
amores,,3,,NOUN
acaparó,,1,1,VERB
atravesó,,16,5,VERB
silenciosos,,2,,ADJ
borrados,,1,,ADJ
recomendaba,,1,,VERB
decencia,,1,,NOUN
advierto,,1,1,VERB NOUN
espabilas,,1,,VERB
silenciosamente,,2,1,ADV
colocó,,6,5,VERB
ahuyentar,,6,5,VERB
rosario,,2,1,NOUN
fundas,,1,,NOUN
precauciones,,1,3,NOUN
hundía,,3,1,VERB
indefensa,,1,,ADJ
fastidio,,1,4,ADJ NOUN
aprovechan,,1,,VERB
tales,,1,25,DET
menesteres,,1,2,NOUN
cepillo,,1,,NOUN
energía,,1,1,NOUN
asombrada,,3,,ADJ
inspirar,,1,1,VERB
imagínate,,1,,VERB
esperas,,1,,NOUN
fascinada,,2,1,ADJ
aprovechó,,3,3,VERB
recuperar,,2,3,VERB
atreviera,,1,1,VERB
atrevía,,5,7,VERB
semejante,,3,1,ADJ DET
llenaban,,6,1,VERB
tomas,,1,,VERB
tocada,,1,,ADJ
berrinches,,1,,NOUN
asustaban,,1,2,VERB
acomodo,,1,,VERB
coléricamente,,1,,ADV
cruzaron,,6,1,VERB
arrepintió,,2,2,VERB
convirtió,,6,3,VERB
cascaron,,1,,VERB
desconocía,,2,2,VERB
convertirse,,3,12,VERB
esfera,,1,1,NOUN
supersticiosa,,2,,ADJ
objetos,,1,1,PROPN ADJ
comunicarse,,1,,VERB
cogía,,3,,VERB
salero,,1,,NOUN
establecía,,1,2,VERB
fluido,,1,,NOUN
mágico,,3,,ADJ
real,,2,1,ADJ
ten,,1,1,VERB PROPN
fórmulas,,1,5,NOUN
mágicas,,3,,ADJ
oraciones,,1,3,NOUN
dividirlas,,1,,VERB
contenían,,1,,VERB
integrar,,1,2,VERB
avemarías,,1,,NOUN
suspendida,,1,1,ADJ
cruzar,,12,3,VERB
aerolito,,1,,NOUN
incrédula,,3,,ADJ
interrogante,,2,,ADJ
carta,,1,1,PROPN NOUN
abolía,,1,,VERB
insolente,,1,1,ADV ADJ
nocturnas,,2,,ADJ
desvanecieron,,1,,VERB
desvanece,,1,1,VERB
bruma,,1,,NOUN
dejándole,,1,,VERB
anoche,,8,2,ADV
inteligentes,,1,,ADJ
encontramos,,2,1,VERB
tontos,,1,,ADJ
quietas,,3,,ADJ
encantador,,1,,ADJ
compartía,,3,1,VERB
celoso,,3,2,ADJ
hundida,,1,,ADJ
acostumbraba,,1,4,VERB
certera,,1,2,ADJ
obstinados,,4,1,ADJ
quietos,,6,1,ADJ
huir,,5,5,VERB
huellas,,11,1,NOUN
visibles,,1,1,ADJ
grosería,,2,,NOUN
furiosa,,1,2,ADJ
extrañeza,,3,,NOUN
moles,,1,1,NOUN
ardidas,,1,,ADJ
condenadas,,2,,ADJ
prisión,,2,2,NOUN
entera,,6,2,ADJ
regresaban,,1,2,VERB
pediré,,1,,VERB
sábana,,1,1,ADJ NOUN
integraban,,1,,VERB
desintegraban,,2,,VERB
millares,,1,,NOUN
puntos,,2,6,NOUN
languidecía,,1,,VERB
regreso,,7,11,NOUN
crecían,,4,2,VERB
cabalgaba,,2,,VERB
lograría,,1,1,VERB
abrirle,,1,,VERB
aprisionado,,2,,ADJ
murallas,,1,,NOUN
ascética,,1,1,ADJ
confesarse,,1,,VERB
noticia,,7,9,NOUN
inadmisible,,1,,ADJ
enviado,,1,1,ADJ
traidora,,3,,ADJ
ahogaban,,2,,VERB
asustado,,11,,ADJ
poza,,2,,NOUN
luchaban,,1,1,VERB
rescataban,,1,,VERB
vidas,,4,4,NOUN
secreta,,4,3,ADJ
compartían,,1,,VERB
dedal,,1,,PROPN
construyendo,,1,,VERB
abejas,,1,,NOUN
quedado,,2,1,ADJ VERB
señalados,,1,,ADJ
adquirieron,,1,,VERB
estaturas,,1,,NOUN
intocados,,1,,ADJ
carbonera,,1,,ADJ
sentados,,6,1,ADJ
montones,,1,,PROPN
oían,,18,1,VERB
estremecidos,,1,,ADJ
balaceras,,1,,NOUN
entradas,,1,3,NOUN
duraba,,1,1,VERB
invasión,,3,2,NOUN
elotes,,1,,NOUN
alegrar,,1,,VERB
trataban,,4,1,VERB
caprichos,,7,1,NOUN
mecer,,1,,VERB
comedor,,1,,NOUN
sirvió,,11,6,VERB
casera,,1,,ADJ
tortillas,,3,3,NOUN
azules,,10,1,ADJ
queso,,1,1,NOUN ADJ
añejo,,1,,ADJ
vuelvan,,1,,VERB
mina,,1,,NOUN
repetían,,7,1,VERB
cometía,,1,,VERB
acaso,,3,7,ADV
opacidad,,1,,NOUN
excusa,,1,3,VERB NOUN
ruina,,1,1,NOUN
brevedad,,1,1,NOUN
dedicarlos,,1,,VERB
asfixiado,,1,,ADJ
intereses,,2,1,NOUN DET
retroceder,,2,2,VERB
veloz,,4,,ADJ
precioso,,1,,ADJ
recupera,,1,1,VERB
eficaces,,1,4,ADJ
satisfechos,,1,,ADJ
deslizaba,,1,1,VERB
cesar,,5,2,VERB
perfumes,,5,,NOUN
comunicaba,,7,1,VERB
conversar,,2,1,VERB
quepo,,2,,VERB
tapo,,4,,VERB
viajo,,1,,VERB
integró,,1,,VERB
vía,,2,,NOUN
láctea,,1,,ADJ
choque,,1,1,NOUN
saltó,,4,,VERB
inesperado,,1,,ADJ
reintegrarnos,,1,,VERB
volaron,,1,,VERB
sonámbulos,,1,1,NOUN
mariposas,,1,,PROPN
polvoriento,,2,,ADJ
v,,1,1,NOUN CCONJ
periódicos,,2,,NOUN
noticias,,12,3,NOUN
milagro,,5,1,NOUN
rompiera,,1,2,VERB
hechizo,,3,,NOUN
tiros,,3,1,NOUN
reatas,,1,1,VERB NOUN
colgar,,2,1,VERB
surgían,,1,2,VERB
multiplicación,,1,,NOUN
horrores,,1,,NOUN
reducidos,,1,1,ADJ
irremediable,,1,,ADJ
rumores,,3,3,NOUN
asfixiada,,1,,ADJ
turbulencia,,1,,NOUN
infancia,,2,5,NOUN
caoba,,1,1,PROPN NOUN
sonoros,,1,,ADJ
salvajes,,1,,ADJ
invierno,,1,,NOUN
acumularse,,1,1,VERB
alfeizar,,2,,VERB
polkas,,1,,PROPN
vestíbulo,,4,,NOUN
circulaba,,1,,VERB
monteses,,1,,NOUN
tragos,,1,1,NOUN
asaban,,1,,VERB
carnes,,1,1,NOUN
repartían,,2,,VERB
piñones,,1,,NOUN
estalló,,3,1,VERB
abrieron,,8,3,VERB
chihuahua,,2,,PROPN
sombreros,,4,5,NOUN
seguidos,,3,3,ADJ
soldados,,6,8,NOUN
adelita,,1,,NOUN
buque,,1,,NOUN
veinticinco,,1,,NUM
hermanas,,6,2,NOUN
batallas,,1,,NOUN
ganadas,,1,,ADJ
deshicieron,,1,1,VERB
traidoras,,1,,ADJ
carranza,,4,,PROPN
disputarse,,1,,VERB
dominó,,2,1,VERB
burdeles,,1,,NOUN
sombrío,,6,1,ADJ
extendió,,2,2,VERB
norte,,1,1,NOUN ADJ
sur,,2,1,ADJ PROPN
volado,,1,,ADJ
suceder,,2,4,VERB
cambiara,,1,,VERB
silbido,,2,,ADJ
clavando,,1,1,VERB
aguja,,1,,ADV
padecía,,4,2,VERB
balcón,,20,1,NOUN
espiar,,5,,VERB
visillos,,7,1,NOUN VERB
emborracharse,,1,,VERB
pandoe,,5,,ADJ
compasiva,,1,,ADJ
dados,,3,,ADJ
monedas,,3,6,NOUN
jugador,,1,1,NOUN ADJ
protegido,,1,1,ADJ
ganaba,,3,1,VERB
perdía,,10,3,VERB
compostura,,1,2,NOUN
borracho,,8,,ADJ
ayudantes,,1,,NOUN
ganarle,,2,,VERB
teniente,,7,,NOUN
échese,,1,,NOUN
partidita,,1,,NOUN
cruze,,5,,VERB
prestaba,,2,4,VERB
batirlo,,1,,VERB
ojo,,1,6,NOUN
expresiones,,2,2,NOUN
clientes,,3,1,NOUN
desaparecían,,3,1,VERB
lanzábamos,,1,,VERB
provocaban,,1,1,VERB
rompían,,3,2,VERB
oíamos,,1,,VERB
buscará,,1,1,VERB
hotel,,16,1,NOUN ADJ
forastero,,9,,ADJ
casimir,,1,,PROPN
gorra,,1,,NOUN
maletín,,3,,NOUN
andén,,2,,NOUN
rotos,,3,1,ADJ
dudar,,2,3,VERB
descargaban,,1,3,VERB
fardos,,1,,NOUN
ayate,,1,,NOUN
cargadores,,1,,NOUN
despertaba,,5,3,VERB
desganado,,1,,ADJ
recta,,2,,ADJ
vadeó,,1,,VERB
conociera,,1,6,VERB
entro,,1,,VERB
admirados,,1,,ADJ
catalán,,3,,ADJ
llamado,,2,7,ADJ
causa,,1,4,NOUN
agujero,,1,1,NOUN
descargaba,,1,2,VERB
latas,,1,,NOUN
manteca,,1,,NOUN
toñitae,,2,,PROPN
curiosa,,4,2,ADJ
esperanzas,,2,2,NOUN
posaban,,2,1,VERB
melchor,,1,,PROPN
señoritas,,5,2,NOUN
martínez,,1,,PROPN
comentaron,,3,1,VERB
ramónmartíneze,,26,,ADJ
sustituir,,2,2,VERB
coches,,2,,NOUN
tamarindos,,1,,NOUN
instalar,,1,,VERB
asfaltar,,1,,VERB
platicaba,,1,,VERB
preparaba,,1,3,VERB
cocaditas,,1,,NOUN
dulces,,2,1,ADJ
yema,,1,1,ADV PROPN
venderlos,,1,1,VERB
comerciantes,,1,3,NOUN
exclamaciones,,1,2,NOUN
alcanzó,,4,5,VERB
cálculos,,2,2,NOUN
influencia,,1,7,NOUN
mejoras,,2,,NOUN
lástima,,2,4,NOUN
comandante,,1,2,ADJ NOUN
recordábamos,,2,,VERB
conocer,,5,2,VERB
trazo,,2,,NOUN
titubear,,2,,VERB
pepeocampoe,,1,,PROPN
amplia,,2,3,ADJ
matrimonial,,1,,ADJ
hierro,,1,,PROPN
extranjero,,6,2,NOUN ADJ
platicador,,1,,NOUN
obsequioso,,1,,ADJ
huésped,,10,4,NOUN
duerme,,3,2,VERB
portales,,5,1,NOUN
agentes,,1,1,NOUN
maletas,,1,1,ADJ NOUN
llenas,,5,2,ADJ
negó,,3,7,VERB
reducido,,2,3,ADJ
comercio,,1,,ADJ
mesitas,,1,,NOUN
comiendo,,3,1,VERB
excepción,,1,,NOUN
cigarrillos,,1,1,NOUN
ofreció,,10,4,VERB
extraído,,1,,ADJ
encendidos,,4,2,ADJ
sorprenderse,,2,,VERB
ríos,,1,1,NOUN
ovejas,,1,6,PROPN NOUN
balaban,,1,,PROPN
fumaron,,2,,VERB
apaciblemente,,1,,ADV
cubierto,,3,7,ADJ
murmullo,,1,5,NOUN
fulgurante,,2,,ADJ
suelto,,1,1,NOUN ADJ
zarcillos,,1,,NOUN
enredados,,1,,ADJ
dormitaba,,2,,VERB
soñolienta,,1,,NOUN
desembarcar,,1,,VERB
andado,,1,,ADJ
distinto,,5,2,ADJ
paseándose,,3,,VERB
olfateando,,1,1,VERB
platicó,,1,,VERB
entreabierta,,1,1,ADJ
cabello,,2,2,NOUN
peligro,,4,15,NOUN
sorprender,,1,4,VERB
rosada,,4,,ADJ
precipitaba,,1,1,VERB
señorita,,1,1,NOUN
chaquiras,,1,,NOUN
adornaba,,1,,VERB
pulseras,,1,,ADJ
sacaba,,4,3,VERB
flor,,1,3,NOUN
iluminando,,4,,VERB
bancas,,3,2,NOUN
grupos,,13,7,NOUN
fuetazos,,2,,ADJ
atrevidos,,1,,ADJ
abofeteo,,1,,VERB
temerlo,,1,,VERB
robado,,2,,ADJ
precisar,,1,2,VERB
apasionada,,1,,ADJ
husmeaban,,3,,VERB
extravagantes,,2,,ADJ
queridas,,12,1,ADJ
rosae,,13,,PROPN
rafaelae,,1,,DET
norteñas,,1,,ADJ
volubles,,1,,ADJ
enojaban,,1,,VERB
tiraban,,2,,VERB
contentas,,3,,NOUN
tulipanes,,2,,NOUN
vestían,,1,1,VERB
paseaban,,3,,VERB
provocando,,2,3,VERB
comían,,4,3,VERB
fruta,,2,1,NOUN
regalaban,,1,,VERB
sonrisas,,4,1,NOUN
levantadas,,1,,ADJ
ofrecían,,3,4,VERB
generosas,,1,,ADJ
colcha,,1,,VERB
puntilla,,1,,NOUN
acariciándoles,,1,,ADJ
muslos,,1,,NOUN
prive,,1,,VERB
piden,,1,4,VERB
privan,,1,,VERB
blancos,,2,,ADJ
caníbal,,2,,ADJ
regaló,,1,,VERB
sonora,,4,1,ADJ
encontrarlos,,1,2,VERB
capricho,,1,2,PROPN NOUN
antoniae,,21,,PROPN
costeña,,1,,PROPN
rubia,,1,,ADJ
regalos,,3,3,NOUN
consolaba,,2,,VERB
exclamaban,,1,,VERB
escandalizadas,,1,,ADJ
jueves,,4,1,NOUN
domingos,,1,1,NOUN ADJ
luisae,,1,,ADJ
florese,,5,,VERB
genio,,1,,NOUN
temida,,1,,ADJ
huéspedes,,1,3,PROPN NOUN
escotada,,1,,ADJ
pelear,,1,,VERB
tacones,,4,,NOUN
gata,,2,,NOUN
instinto,,1,6,PROPN NOUN
enemistad,,1,,NOUN
asistente,,1,,ADJ
arruinado,,2,,ADJ
atravesaban,,3,2,VERB
gastarla,,1,,VERB
celosa,,2,,ADJ
gemelas,,5,,ADJ
desperezándose,,1,,VERB
trago,,4,1,NOUN PROPN
arruine,,1,,VERB
profundo,,2,3,ADJ
fumaba,,6,1,VERB
duraban,,1,1,VERB
espiaba,,8,4,VERB
sentiría,,1,,VERB
acongojaba,,1,,VERB
llegara,,4,,VERB
apoderaba,,2,1,VERB
vienes,,1,,NOUN
ahogaba,,1,1,VERB
escondía,,6,,VERB
ladeaba,,1,,VERB
recogía,,4,2,VERB
vencido,,4,,ADJ
lunada,,1,,ADJ
llevada,,2,,ADJ
golpear,,2,1,VERB
vete,,5,1,PROPN
contestaban,,2,1,VERB
raye,,1,,NOUN
pegando,,1,,VERB
rendija,,2,,NOUN
estomago,,1,,ADV
mochuelo,,1,,NOUN
contiguo,,1,,AUX
dialogo,,7,,NOUN
tapó,,4,2,VERB
sofocar,,1,,VERB
llamaron,,5,2,VERB
fulgurantes,,1,,ADJ
echaron,,15,5,VERB
cobija,,2,,VERB
arrancaron,,1,2,VERB
entregaron,,1,,VERB
subieron,,2,1,VERB
partieron,,1,,VERB
ahogando,,1,1,VERB
cubría,,5,7,VERB
procurara,,1,,VERB
entregáramos,,1,,ADJ
vayamos,,1,,VERB
llegando,,6,,VERB
cubrir,,2,5,VERB
apearse,,2,,VERB
aflojó,,1,,VERB
descubrió,,3,3,VERB
gachupín,,2,1,PROPN
damiánálvareze,,2,,ADJ
entregar,,3,6,VERB
temblar,,1,3,VERB
estrechó,,2,,VERB
texmelucan,,1,,ADJ
entregue,,2,,VERB
lléveme,,1,,NOUN
capitán,,3,1,NOUN
responder,,1,8,VERB
güero,,2,,ADJ
pegaban,,1,,VERB
curiosas,,2,,ADJ
luna,,2,4,NOUN
baje,,2,1,VERB
mordisco,,1,,NOUN
chorrerío,,1,,PROPN
reflejadas,,2,,ADJ
mónico,,1,,ADJ
buscándole,,2,,VERB
revolvió,,2,,VERB
brisa,,1,,NOUN
ahoga,,1,1,VERB
alaridos,,3,1,NOUN
tiernos,,2,1,ADJ NOUN
soñolientos,,1,,ADJ
refiriéndose,,2,,VERB
apacigüe,,1,,ADJ
ocupe,,2,,VERB
haga,,9,6,VERB
dada,,1,1,ADJ
reanimara,,1,,VERB
canasto,,2,1,NOUN
dirían,,3,1,VERB
mordisqueando,,1,,VERB
mañosa,,1,,ADJ
enderezó,,2,,VERB
mate,,1,,NOUN
andaríamos,,1,,VERB
amargura,,1,1,NOUN
distinta,,4,4,ADJ
deje,,4,4,VERB
sacrifique,,1,,VERB
puta,,1,,NOUN
pregúntenle,,1,,PROPN
beltráne,,1,,PROPN
andamos,,1,,VERB
cometí,,1,1,VERB
bañamos,,1,,VERB
cubriendo,,2,,VERB
insegura,,1,2,ADJ
ávidas,,3,,ADJ
desnudas,,2,2,ADJ
rendijas,,6,1,NOUN VERB
tardaría,,1,,VERB
privadas,,1,,ADJ
mecían,,2,,VERB
desganadas,,1,,ADJ
monturas,,1,,NOUN
sueltos,,1,,ADJ
dijes,,1,,VERB
espuelas,,1,,NOUN
plata,,5,3,NOUN
fuete,,2,4,PROPN NOUN
descubrían,,1,,VERB
amantes,,1,1,NOUN
alejaban,,4,,VERB
meciéndose,,5,,VERB
compás,,5,,NOUN
ancas,,2,,NOUN
dolían,,1,,VERB
comitiva,,1,1,ADJ PROPN
lanzaba,,4,2,VERB
soldado,,15,1,NOUN
denle,,1,,VERB
acudía,,1,3,VERB
cintarazos,,1,,ADJ
inutilidad,,2,2,NOUN
espantado,,3,,ADJ
latigazos,,2,1,NOUN
arrojaban,,3,,VERB
hotelero,,2,,NOUN
sucedida,,2,,ADJ
oficial,,8,,ADJ
mordió,,10,3,VERB
alejada,,1,,ADJ
llorando,,7,,VERB
encerró,,8,3,VERB
gimiendo,,1,,VERB
vecinos,,3,1,ADJ NOUN
vii,,2,1,PROPN
contaron,,2,,VERB
acerca,,3,8,ADV
asustaba,,1,1,VERB
ofrecía,,2,4,VERB
huella,,5,2,NOUN
escondió,,5,,VERB
contempló,,7,10,VERB
naranjas,,1,,NOUN
reflejos,,8,,NOUN
cobraron,,1,,VERB
efímera,,1,,ADJ
acumulado,,3,2,ADJ
rincones,,5,4,NOUN
jacintos,,2,,ADJ
aromas,,1,,NOUN
precaución,,1,3,NOUN
torció,,2,1,VERB
cruzo,,1,,PROPN
fuereño,,1,,ADJ
asombró,,1,1,VERB
levita,,1,,PROPN
presidencial,,1,1,ADJ
cruzada,,1,,PROPN
cariño,,52,1,NOUN
encargadas,,2,,ADJ
audiencia,,1,1,NOUN
locos,,3,1,ADJ
descortés,,1,,ADJ
mocosos,,2,,NOUN
rodaba,,1,,VERB
